User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors?,Is Fraud?
2,4,2013,10,11,06:10,$55.03,Online Transaction,-2916542501422915698,ONLINE,,,5719,,Yes
2,4,2013,10,11,06:55,$98.85,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
2,4,2013,10,11,07:21,$142.82,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
2,4,2013,10,11,09:32,$96.38,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
2,4,2013,10,11,09:41,$147.34,Online Transaction,333722291367506728,ONLINE,,,4722,,Yes
2,4,2013,10,11,10:13,$209.43,Swipe Transaction,6088955450628906499,Strasburg,OH,44680.0,5211,,Yes
2,4,2013,10,12,04:03,$49.38,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
2,4,2013,10,12,04:28,$244.67,Online Transaction,4943697251487298296,ONLINE,,,5816,,Yes
2,4,2015,8,31,10:36,$15.07,Swipe Transaction,5357892836047797887,Anaheim,CA,92803.0,5211,,Yes
2,4,2015,8,31,11:07,$346.11,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
2,4,2015,8,31,11:25,$208.02,Online Transaction,5923711916990137750,ONLINE,,,5045,Bad Expiration,Yes
2,4,2015,9,1,11:05,$78.16,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
2,4,2015,9,1,11:09,$58.16,Online Transaction,7145736684866660022,ONLINE,,,5251,,Yes
2,4,2015,9,2,13:40,$73.26,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
2,4,2015,9,2,13:42,$79.60,Online Transaction,9057735476014445185,ONLINE,,,5311,,Yes
2,4,2015,9,2,14:09,$149.84,Online Transaction,3452760747765970571,ONLINE,,,3174,,Yes
2,4,2016,8,30,22:58,$385.88,Online Transaction,8401864105406790993,ONLINE,,,3006,,Yes
3,1,2017,11,19,12:06,$9.53,Chip Transaction,3017176960763408508,Rome,Italy,,5921,,Yes
3,1,2017,11,19,12:07,$510.24,Chip Transaction,-2916542501422915698,Rome,Italy,,5712,,Yes
3,1,2017,11,19,19:30,$2.52,Chip Transaction,8181289561763813437,Rome,Italy,,5661,,Yes
3,1,2017,11,21,10:53,$123.07,Chip Transaction,2919745757515313025,Rome,Italy,,5932,,Yes
3,1,2017,11,21,15:35,$358.76,Chip Transaction,-554669136061361211,Rome,Italy,,3008,,Yes
3,1,2017,11,22,13:52,$244.98,Chip Transaction,-3158720288100679142,Rome,Italy,,5812,,Yes
3,1,2017,11,23,12:58,$103.45,Chip Transaction,-8830141029664022553,Rome,Italy,,5211,,Yes
3,1,2017,11,23,15:20,$147.52,Chip Transaction,-112121233619748226,Rome,Italy,,3509,,Yes
3,1,2017,11,29,17:46,$131.92,Chip Transaction,9057735476014445185,Rome,Italy,,5311,,Yes
3,1,2017,11,30,12:37,$100.61,Chip Transaction,7488618388847074803,Rome,Italy,,5651,,Yes
3,2,2010,12,3,10:49,$91.42,Online Transaction,-245178307025547046,ONLINE,,,5311,,Yes
3,2,2010,12,3,11:19,$10.05,Swipe Transaction,-7024526342806057766,Port au Prince,Haiti,,5921,,Yes
3,2,2010,12,3,11:29,$91.75,Online Transaction,7145736684866660022,ONLINE,,,5251,,Yes
3,2,2010,12,3,13:03,$203.51,Online Transaction,-7421093378627544099,ONLINE,,,5311,Insufficient Balance,Yes
3,2,2010,12,3,13:05,$39.36,Online Transaction,9057735476014445185,ONLINE,,,5311,,Yes
3,2,2010,12,3,16:16,$5.61,Online Transaction,-2916542501422915698,ONLINE,,,5719,,Yes
3,2,2010,12,3,16:23,$52.12,Online Transaction,5474320255037684877,ONLINE,,,5912,,Yes
3,2,2010,12,5,06:44,$240.53,Online Transaction,-2916542501422915698,ONLINE,,,5719,,Yes
3,3,2016,4,10,11:02,$187.80,Online Transaction,3189517333335617109,ONLINE,,,5311,,Yes
3,3,2016,4,10,16:04,$15.84,Online Transaction,9057735476014445185,ONLINE,,,5311,,Yes
4,0,2001,4,7,10:04,$7.56,Swipe Transaction,-3220758452254689706,Richmond,CA,94804.0,5311,,Yes
4,0,2016,9,18,13:22,$36.68,Chip Transaction,6306878600158076123,San Francisco,CA,94102.0,7542,,Yes
5,0,2016,3,31,10:34,$11.45,Online Transaction,-3220758452254689706,ONLINE,,,5311,,Yes
5,0,2016,3,31,21:08,$471.00,Online Transaction,483490033258680568,ONLINE,,,3504,,Yes
5,0,2016,4,5,15:07,$398.93,Online Transaction,483490033258680568,ONLINE,,,3504,,Yes
5,0,2016,4,5,15:16,$-471.00,Online Transaction,483490033258680568,ONLINE,,,3504,,Yes
5,0,2018,8,15,13:16,$44.84,Chip Transaction,6998358937427405121,Rome,Italy,,5411,,Yes
5,0,2018,8,16,13:07,$0.32,Chip Transaction,5507353000713503121,Rome,Italy,,4121,,Yes
5,0,2018,8,20,19:04,$27.76,Chip Transaction,3017176960763408508,Rome,Italy,,5921,,Yes
5,0,2018,8,20,19:06,$146.27,Chip Transaction,6051395022895754231,Rome,Italy,,5310,,Yes
5,0,2018,8,23,10:32,$87.74,Chip Transaction,6051395022895754231,Rome,Italy,,5310,,Yes
5,0,2018,8,23,12:53,$197.41,Chip Transaction,6051395022895754231,Rome,Italy,,5310,,Yes
5,0,2018,8,27,12:05,$39.79,Chip Transaction,9057735476014445185,Rome,Italy,,5311,,Yes
5,0,2018,8,30,12:36,$51.83,Chip Transaction,3189517333335617109,Rome,Italy,,5311,,Yes
5,0,2018,8,30,18:00,$6.80,Chip Transaction,8373040258104755291,Rome,Italy,,3144,,Yes
6,1,2019,3,7,16:06,$185.47,Chip Transaction,-1642303950890406395,Rome,Italy,,5912,,Yes
6,1,2019,3,7,17:14,$85.01,Chip Transaction,6661973303171003879,Rome,Italy,,5211,,Yes
6,1,2019,3,9,16:38,$7.23,Chip Transaction,5507353000713503121,Rome,Italy,,4121,,Yes
6,1,2019,3,12,13:55,$0.09,Chip Transaction,3189517333335617109,Rome,Italy,,5311,,Yes
6,1,2019,3,16,10:34,$12.47,Chip Transaction,-1642303950890406395,Rome,Italy,,5912,,Yes
6,1,2019,3,16,15:38,$133.31,Chip Transaction,6661973303171003879,Rome,Italy,,5211,,Yes
6,1,2019,3,21,16:58,$71.82,Chip Transaction,4573875080712571902,Rome,Italy,,5045,,Yes
6,1,2019,3,23,16:59,$20.59,Chip Transaction,7488618388847074803,Rome,Italy,,5651,,Yes
8,1,2019,3,28,19:42,$159.55,Chip Transaction,483490033258680568,Rome,Italy,,3504,,Yes
8,4,2015,12,16,10:46,$87.51,Online Transaction,-3265671264153192329,ONLINE,,,7832,,Yes
8,4,2018,10,10,18:58,$22.79,Chip Transaction,5507353000713503121,Rome,Italy,,4121,,Yes
8,4,2018,10,12,14:37,$121.51,Chip Transaction,2919745757515313025,Rome,Italy,,5932,,Yes
8,4,2018,10,17,12:44,$14.73,Chip Transaction,-4752064311331295725,Rome,Italy,,4214,,Yes
8,4,2018,10,17,15:26,$74.66,Chip Transaction,-245178307025547046,Rome,Italy,,5311,,Yes
8,4,2018,10,17,17:05,$159.70,Chip Transaction,-5674292871952204677,Rome,Italy,,5733,,Yes
8,4,2018,10,18,11:46,$80.06,Chip Transaction,-3158720288100679142,Rome,Italy,,5812,,Yes
8,4,2018,10,18,19:57,$153.83,Chip Transaction,1715299929786123066,Rome,Italy,,3722,,Yes
8,4,2018,10,19,17:12,$1.01,Chip Transaction,-8830141029664022553,Rome,Italy,,5211,,Yes
9,0,2014,4,5,06:20,$3.24,Online Transaction,-3220758452254689706,ONLINE,,,5311,,Yes
9,0,2014,4,5,13:55,$62.35,Online Transaction,-2916542501422915698,ONLINE,,,5719,,Yes
9,0,2014,4,6,05:40,$124.14,Online Transaction,1913477460590765860,ONLINE,,,5300,Bad Expiration,Yes
9,0,2014,4,6,05:41,$0.71,Online Transaction,-245178307025547046,ONLINE,,,5311,,Yes
9,0,2014,4,6,06:02,$206.86,Online Transaction,4241336128694185533,ONLINE,,,4814,,Yes
9,0,2014,4,6,07:43,$73.35,Online Transaction,6042526206085641250,ONLINE,,,5912,,Yes
9,0,2014,4,6,08:37,$164.53,Online Transaction,-245178307025547046,ONLINE,,,5311,,Yes
9,0,2014,4,6,13:17,$60.01,Online Transaction,-2916542501422915698,ONLINE,,,5719,,Yes
9,0,2014,4,6,13:36,$166.54,Online Transaction,9057735476014445185,ONLINE,,,5311,,Yes
9,0,2014,4,6,14:36,$10.75,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
9,0,2014,4,7,07:41,$212.13,Online Transaction,3635551857898739641,ONLINE,,,5310,,Yes
13,0,2008,7,13,10:33,$197.00,Online Transaction,-112121233619748226,ONLINE,,,3509,,Yes
13,0,2008,7,13,12:57,$6.40,Online Transaction,-4956618006720593695,ONLINE,,,5193,,Yes
13,0,2008,7,13,15:06,$200.81,Online Transaction,208649686760524778,ONLINE,,,5651,,Yes
13,0,2008,7,13,15:41,$42.28,Online Transaction,4872340518840476610,ONLINE,,,5732,,Yes
13,0,2008,7,16,04:13,$-197.00,Online Transaction,-112121233619748226,ONLINE,,,3509,,Yes
13,0,2008,7,16,04:27,$215.51,Online Transaction,-112121233619748226,ONLINE,,,3509,,Yes
13,0,2016,7,24,10:35,$150.50,Online Transaction,5474320255037684877,ONLINE,,,5912,,Yes
13,0,2016,7,24,10:41,$267.66,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
13,0,2016,7,24,14:47,$57.87,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
13,1,2015,8,2,10:15,$121.43,Swipe Transaction,4385973577483757854,Lake Ann,MI,49650.0,5921,,Yes
13,1,2015,8,2,11:01,$1.38,Chip Transaction,305178950736968760,Harrietta,MI,49638.0,5411,,Yes
13,1,2015,8,2,11:11,$749.71,Online Transaction,-7421991366943579652,ONLINE,,,4411,,Yes
13,1,2015,8,3,09:38,$219.00,Online Transaction,190253443608377572,ONLINE,,,3359,,Yes
13,1,2015,8,3,10:06,$110.45,Online Transaction,-2916542501422915698,ONLINE,,,5719,,Yes
13,1,2015,8,3,10:36,$2.74,Online Transaction,-4752064311331295725,ONLINE,,,4214,,Yes
13,1,2015,8,3,10:44,$140.77,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
13,1,2015,8,3,11:00,$82.37,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
13,1,2015,8,4,04:05,$-219.00,Online Transaction,190253443608377572,ONLINE,,,3359,,Yes
13,1,2015,8,4,04:06,$55.20,Online Transaction,190253443608377572,ONLINE,,,3359,,Yes
15,2,2016,3,3,13:35,$2.33,Online Transaction,-5841929396161652653,ONLINE,,,4121,,Yes
15,2,2016,3,3,13:38,$164.16,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
15,2,2016,3,3,16:29,$70.63,Chip Transaction,-7793758621923961904,Boise City,OK,73933.0,5912,,Yes
15,2,2019,5,28,13:22,$26.23,Chip Transaction,9057735476014445185,Rome,Italy,,5311,,Yes
15,4,2008,3,2,12:36,$77.42,Online Transaction,2884193360641017720,ONLINE,,,5311,,Yes
15,4,2008,3,2,12:52,$26.34,Online Transaction,5763106017265139365,ONLINE,,,5310,Technical Glitch,Yes
15,4,2008,3,2,13:18,$170.54,Online Transaction,5625828905483550857,ONLINE,,,7922,,Yes
15,4,2008,3,2,16:14,$61.29,Online Transaction,7479593622964634169,ONLINE,,,5311,,Yes
15,4,2008,3,2,16:24,$19.79,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
15,4,2008,3,2,17:26,$289.00,Online Transaction,-1007477596717646975,ONLINE,,,3780,Bad CVV,Yes
15,4,2008,3,2,17:29,$726.96,Online Transaction,-7421991366943579652,ONLINE,,,4411,,Yes
15,4,2008,3,2,20:16,$230.84,Online Transaction,822647939787511611,ONLINE,,,5311,,Yes
15,4,2008,3,2,21:25,$187.15,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
15,4,2008,3,3,15:36,$119.66,Swipe Transaction,4665748455123972236,Texhoma,OK,73949.0,7995,,Yes
15,4,2008,3,7,12:02,$207.60,Online Transaction,-1007477596717646975,ONLINE,,,3780,,Yes
15,4,2008,3,7,12:23,$-289.00,Online Transaction,-1007477596717646975,ONLINE,,,3780,,Yes
15,4,2009,2,27,12:09,$60.86,Swipe Transaction,7546231668844902474,Hartley,TX,79044.0,5814,,Yes
15,4,2009,2,28,08:16,$191.27,Swipe Transaction,6759623715801000040,Bartlesville,OK,74003.0,5311,,Yes
15,4,2009,2,28,12:28,$18.30,Swipe Transaction,-5162038175624867091,Bancroft,NE,68004.0,5541,,Yes
15,4,2009,3,3,07:04,$319.00,Swipe Transaction,7834055923142137930,Spearman,TX,79081.0,3395,,Yes
15,4,2009,3,3,07:36,$0.16,Swipe Transaction,5670703591523398787,Walsh,CO,81090.0,5310,,Yes
15,4,2009,3,3,14:40,$0.84,Swipe Transaction,-5475680618560174533,Wilburton,OK,74578.0,5942,,Yes
15,4,2009,3,3,14:47,$78.13,Swipe Transaction,-3220758452254689706,Ralls,TX,79357.0,5311,,Yes
15,4,2009,3,4,11:56,$182.41,Swipe Transaction,8080934608468946743,Shamrock,TX,79079.0,5310,,Yes
15,4,2009,3,9,02:01,$202.67,Swipe Transaction,7834055923142137930,Spearman,TX,79081.0,3395,,Yes
15,4,2009,3,9,02:10,$-319.00,Swipe Transaction,7834055923142137930,Spearman,TX,79081.0,3395,,Yes
15,5,2008,6,21,08:02,$129.29,Online Transaction,6042526206085641250,ONLINE,,,5912,,Yes
15,5,2008,6,21,09:09,$153.11,Online Transaction,4241336128694185533,ONLINE,,,4814,,Yes
15,5,2008,6,21,11:34,$65.29,Online Transaction,3189517333335617109,ONLINE,,,5311,,Yes
15,5,2008,6,21,11:48,$22.32,Online Transaction,-8521589780838535043,ONLINE,,,4131,,Yes
15,5,2008,6,21,12:48,$150.64,Online Transaction,4241336128694185533,ONLINE,,,4814,,Yes
15,5,2008,6,21,13:31,$87.79,Swipe Transaction,5504295640753543682,Guymon,OK,73942.0,5411,,Yes
16,0,2008,4,24,07:53,$67.00,Swipe Transaction,-1757707500189012975,Arp,TX,75750.0,5411,,Yes
16,0,2008,4,24,08:24,$49.08,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
16,0,2008,4,24,10:02,$414.00,Online Transaction,-6380232772327219248,ONLINE,,,3393,,Yes
16,0,2008,4,24,10:03,$190.09,Online Transaction,-4282466774399734331,ONLINE,,,4829,,Yes
16,0,2008,4,26,02:35,$-414.00,Online Transaction,-6380232772327219248,ONLINE,,,3393,,Yes
16,0,2008,4,26,02:52,$6.10,Online Transaction,-6380232772327219248,ONLINE,,,3393,,Yes
16,0,2008,8,11,08:43,$7.79,Swipe Transaction,2495233170291728430,New London,TX,75682.0,5912,,Yes
16,0,2008,8,11,09:28,$49.73,Online Transaction,-2042049018365856408,ONLINE,,,5815,,Yes
16,0,2008,8,11,09:52,$128.93,Online Transaction,-2916542501422915698,ONLINE,,,5719,,Yes
16,1,2007,11,28,07:17,$0.37,Online Transaction,6621275923246397337,ONLINE,,,5814,,Yes
16,1,2007,11,28,08:24,$120.14,Online Transaction,-5401953891366957779,ONLINE,,,5651,,Yes
16,1,2007,11,28,11:03,$141.43,Online Transaction,4241336128694185533,ONLINE,,,4814,,Yes
16,1,2007,11,28,13:38,$101.23,Online Transaction,8099188931555596779,ONLINE,,,7996,,Yes
16,1,2007,11,29,09:11,$166.15,Online Transaction,4872340518840476610,ONLINE,,,5732,,Yes
16,1,2007,11,29,09:27,$69.63,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
16,1,2007,11,29,13:55,$166.28,Online Transaction,-6761066196029841443,ONLINE,,,5310,,Yes
16,1,2007,11,29,14:29,$113.10,Online Transaction,-2916542501422915698,ONLINE,,,5719,,Yes
16,4,2008,12,28,09:14,$2.90,Online Transaction,4872340518840476610,ONLINE,,,5732,,Yes
16,4,2008,12,28,09:17,$199.75,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
16,4,2008,12,28,13:28,$88.63,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
17,1,2016,6,26,11:46,$107.88,Chip Transaction,-9195120468392654720,Flagstaff,AZ,86003.0,5812,,Yes
17,1,2016,6,26,12:27,$150.13,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
17,2,2007,6,28,13:38,$18.71,Swipe Transaction,97032797689821735,Loudonville,OH,44842.0,5411,,Yes
17,2,2007,6,30,16:15,$5.40,Swipe Transaction,-6571010470072147219,Bloomville,OH,44818.0,5499,Bad PIN,Yes
17,2,2007,7,1,16:57,$287.65,Swipe Transaction,-554669136061361211,Terre Haute,IN,47803.0,3008,,Yes
17,2,2007,7,5,09:54,$165.17,Swipe Transaction,-4282466774399734331,Bucyrus,OH,44820.0,4829,Bad PIN,Yes
17,2,2009,2,21,08:27,$244.95,Online Transaction,-303858256154265716,ONLINE,,,5251,,Yes
17,2,2009,2,21,08:31,$287.10,Online Transaction,4872340518840476610,ONLINE,,,5732,,Yes
17,2,2009,2,21,08:47,$182.82,Swipe Transaction,-6895489524430000066,Flagstaff,AZ,86003.0,5932,,Yes
17,2,2009,2,21,09:36,$113.77,Online Transaction,822647939787511611,ONLINE,,,5311,,Yes
17,2,2010,5,17,04:51,$8.15,Online Transaction,-2916542501422915698,ONLINE,,,5719,,Yes
17,2,2010,5,17,05:14,$26.66,Online Transaction,-5581123930363301609,ONLINE,,,5311,,Yes
17,2,2010,5,17,07:41,$86.92,Online Transaction,3189517333335617109,ONLINE,,,5311,,Yes
17,2,2010,5,17,07:52,$148.28,Online Transaction,1913477460590765860,ONLINE,,,5300,,Yes
17,2,2010,5,17,13:58,$12.11,Online Transaction,-2165325134182579556,ONLINE,,,5311,,Yes
17,2,2010,5,18,07:41,$137.26,Online Transaction,-5467922351692495955,ONLINE,,,5912,,Yes
17,2,2010,5,18,08:20,$33.18,Online Transaction,6098563624419731578,ONLINE,,,4214,,Yes
17,2,2010,5,18,12:20,$0.38,Online Transaction,-4317138273541964845,ONLINE,,,5211,,Yes
17,2,2010,5,18,12:30,$717.33,Online Transaction,3646564134821659643,ONLINE,,,5533,,Yes
